userid,bookid,rank,username,levelname,recommand_count,level,user,isbn,book_id,user_id
396230944,1041395246,1,是孤独酱,无,0,0,qd396230944,qd1041395246,15063,884768
423991914,1041395246,2,屋中宅者,无,0,0,qd423991914,qd1041395246,15063,178457
401575276,1041395246,3,书友20221205000334509,无,0,0,qd401575276,qd1041395246,15063,1390259
364011266,1041395246,4,诡叶,无,0,0,qd364011266,qd1041395246,15063,1471219
339190922,1041395246,5,书友20191030172752934,无,0,0,qd339190922,qd1041395246,15063,1619007
306007042,1041395246,6,幻之初,无,0,0,qd306007042,qd1041395246,15063,1785424
418942279,1041293159,1,书友20230613103521742,无,0,0,qd418942279,qd1041293159,15069,1645734
338188201,1041293159,2,归优白,无,0,0,qd338188201,qd1041293159,15069,1182790
426347330,1041293159,3,书友20230827222645244,无,0,0,qd426347330,qd1041293159,15069,1217452
334257707,1041293159,4,书友20190615220541122,无,0,0,qd334257707,qd1041293159,15069,1298541
332803657,1041293159,5,书友20190609131745197,无,0,0,qd332803657,qd1041293159,15069,663920
318310717,1041293159,6,书友20180703134416015,无,0,0,qd318310717,qd1041293159,15069,1659643
303864956,1041293159,7,书友20170620153409359,无,0,0,qd303864956,qd1041293159,15069,844041
436985332,1041293159,8,书友20240115103328462,无,0,0,qd436985332,qd1041293159,15069,372697
394324262,1041293159,9,黑悠悠,无,0,0,qd394324262,qd1041293159,15069,29828
312040036,1041384931,1,书友20171224205647390,无,0,0,qd312040036,qd1041384931,15088,755555
307420421,1041384931,2,书友20170824040402223,无,0,0,qd307420421,qd1041384931,15088,572801
364803705,1041384931,3,晓风丶残月,无,0,0,qd364803705,qd1041384931,15088,1822314
